Episode,Score,Average_Score,Loss,Steps,Time,Epsilon
77,-59.102260144027035,-108.92717478163848,2.2921843011424228,795,16.16160279999997,0.01
78,27.022290478310907,-107.18423291933144,3.666515847376312,332,6.346492200000057,0.01
79,-114.68044646579456,-107.27912169840059,2.940285425201058,1000,19.617415400000027,0.01
80,199.674861965375,-103.4421969026034,2.669044020115516,513,10.144920700000057,0.01
81,-84.98785757336259,-103.21436555285969,2.679182777121663,1000,20.26888459999998,0.01
82,235.6271527753055,-99.08215191471133,3.015836103410317,567,11.26374420000002,0.01
83,-79.2173248729038,-98.84281664914738,2.9448308800756933,1000,19.71343390000004,0.01
84,-164.20063665494368,-99.62088593493066,2.15175354065001,1000,20.195466699999997,0.01
85,-92.11946528609445,-99.53263392729728,2.835235450327396,1000,20.088173299999994,0.01
86,-139.06038381260367,-99.99225892596365,2.5886027697324754,1000,19.818985399999974,0.01
87,-111.71267649890531,-100.1269763693308,2.006074713677168,1000,20.248269299999947,0.01
88,-78.43017204447848,-99.88042177473021,2.086283674508333,1000,18.50477019999994,0.01
89,-43.387646011165444,-99.24567148525196,2.197227662116289,1000,18.88146049999989,0.01
90,-85.78599947031957,-99.09611957397493,2.0950311125814913,1000,18.390481099999988,0.01
91,-12.27815901075702,-98.14207605130221,2.3091560023576023,1000,18.691393400000038,0.01
92,218.00125947197677,-94.7057354477883,1.8460328289874228,766,14.366365900000005,0.01
93,136.99618233430954,-92.21431697701306,2.194263632170349,764,14.437843799999996,0.01
94,-50.610213639622316,-91.77172013299825,1.8843191102485766,440,8.320682199999965,0.01
95,92.76819963615097,-89.82919466174405,2.4890718926709763,791,14.70940680000001,0.01
96,-486.7701321926161,-93.96399609435731,2.7433777677046285,518,10.538274399999978,0.01
97,-348.683036040654,-96.58996557833977,2.032539714352194,166,3.0890562999999247,0.01
98,190.39181519789324,-93.66158006021494,2.0896191917660034,546,10.733014799999978,0.01
99,-95.41899787492844,-93.67933175531307,2.4586272870898247,1000,19.624390300000073,0.01
100,200.25648240713653,-90.73997361368858,2.636514016015585,387,7.41765399999997,0.01
101,182.83294740622142,-87.9317400530996,2.1001661077950353,516,10.727896299999998,0.01
102,-65.80395482758867,-83.36240415687769,2.3108662856072186,1000,20.10886160000007,0.01
103,-236.90368085778658,-82.93852806212477,2.357783623795324,848,17.344280000000026,0.01
104,212.36928889680485,-79.93285284579515,2.475658426849583,267,5.160442900000021,0.01
105,138.01084549783764,-77.31783681850585,2.26856536122155,979,18.34976310000002,0.01
106,-183.6844315592318,-77.75340805132377,2.5803482291698456,125,2.3074664000000666,0.01
107,-0.3871869520439475,-75.70263438851399,2.7086557393833512,124,2.2545030999999653,0.01
108,-67.52638859555546,-76.0838944731584,2.2716114857643843,1000,18.92867269999988,0.01
109,-59.28837163755094,-74.09394816109071,3.357906165386527,242,4.630040999999892,0.01
110,167.96697964205205,-69.88977607974638,2.5938501156984812,504,9.198016399999915,0.01
111,-280.9424673623032,-70.97219675947831,2.874862707977171,385,7.513004899999942,0.01
112,-20.553728285996375,-68.32386776969749,2.603137018635869,1000,18.729552499999954,0.01
113,-106.46365187740332,-68.7613367284325,2.5849736998826267,1000,19.51200259999996,0.01
114,-87.7071033845717,-68.9688126895841,2.2544478861242534,1000,18.94769629999996,0.01
115,-5.466616828999115,-67.93056954743913,2.335412222981453,1000,20.924816499999906,0.01
116,-19.038991066419694,-67.38387674209488,2.5228093920350076,1000,20.888582900000074,0.01
117,-17.933916301665874,-67.12367605091649,2.5211052278727295,1000,19.800924200000054,0.01
118,-39.263041344957415,-66.40173918370927,2.1217829924225806,1000,20.42516999999998,0.01
119,-5.241626937471516,-66.1651644591762,2.3037060673981906,1000,20.859352300000182,0.01
120,189.86579839227153,-63.66881201069798,2.873017193274169,623,12.773191899999802,0.01
121,2.9979583138840837,-62.5974048450784,2.5237801833747047,337,7.0516843000000335,0.01
122,-33.53288785045007,-60.33379313664066,1.9754206782888846,366,7.603396099999827,0.01
123,-74.6810994132313,-60.95054620512663,2.545728388056159,1000,20.832725600000003,0.01
124,-38.29385374712495,-59.6163440886473,2.3321147609949113,1000,21.02617199999986,0.01
125,155.0333740976113,-55.22272919387709,2.0033932933294967,677,14.207366900000125,0.01
126,256.61363460580435,-50.98753534746158,2.7108103439042512,528,11.053535300000021,0.01
127,150.61843659596815,-47.99305624639186,2.7430853406219566,997,20.944734100000005,0.01
128,199.80626350737543,-45.013144775979335,2.7814078577870975,303,6.338032000000112,0.01
129,238.030294686682,-42.4169271486894,2.7668000335100467,567,11.999605800000154,0.01
130,-17.395579740433845,-41.23503179424129,2.174809936739972,207,4.346339000000171,0.01
131,-22.726103573574363,-40.738941521554956,4.13136931826053,209,4.374197600000116,0.01
132,216.5595115629267,-37.88389460800507,2.9672298797498495,626,13.263292499999807,0.01
133,-8.149808561111826,-37.49911061459181,2.785939394868499,453,9.490885599999956,0.01
134,232.6237931254026,-34.21381656401587,2.4796681829462925,481,10.145742100000007,0.01
135,-230.3266637319295,-33.64171007000191,2.6623423302492486,243,5.0815207999999075,0.01
136,-54.19374015777888,-33.79267171696561,2.6357956128120423,1000,21.02634480000006,0.01
137,179.05002472989614,-31.481567005667376,2.976587070895749,759,14.573338799999874,0.01
138,211.4951188855486,-29.082160182142132,2.263202679858841,497,9.231097799999816,0.01
139,6.023904829126991,-28.658427893545745,2.644600721987449,419,8.818037900000036,0.01
140,271.646377418386,-25.225806641102807,2.4023594429513606,404,8.47777730000007,0.01
141,178.7849280269063,-23.334265634325657,2.5333513134009356,572,12.014076100000011,0.01
142,135.63267915067183,-20.665343669595423,3.0196346074958798,774,15.498577000000068,0.01
143,-246.84827649436102,-22.3096759137759,2.679934067209302,459,9.644477500000221,0.01
144,5.405245462532886,-19.844963879491985,2.612438019439578,1000,20.986362999999983,0.01
145,227.80343394575834,-17.17052819734181,3.5700058442939606,560,11.74799710000002,0.01
146,180.9976417564655,-13.541129724686423,2.0674606664912907,254,5.088561000000027,0.01
147,-365.47717780071764,-16.059324956431045,2.972266843060838,321,6.7974380999999084,0.01
148,-210.24033505158965,-15.59764613388551,3.3627968036887275,346,7.325848800000131,0.01
149,-2.957874253459181,-14.423395044898056,3.5119834278506796,435,8.832371199999898,0.01
150,-12.553396989232525,-12.928370425355702,2.5835735601387495,386,7.847371399999929,0.01
151,205.38185791149908,-8.686547815615995,2.7396401047376515,632,13.23912180000002,0.01
152,-114.6270731424337,-8.823519829535739,2.052417716417233,179,3.6112390000000687,0.01
153,-325.1888782007,-9.918119370365062,3.070978844033079,247,5.221540499999946,0.01
154,213.4536849024352,-6.834695613468896,2.949344183513162,521,10.734956600000032,0.01
155,-176.2386959009064,-6.3892087792123,3.4374447349718835,172,3.3744126999999935,0.01
156,-116.05115472337458,-7.261125101130466,3.459494913646648,172,3.4214974999999868,0.01
157,83.16169319217998,-5.672444221023532,4.42596826478839,1000,21.210178699999915,0.01
158,-54.19442669251902,-5.441237428280406,3.1591884171546893,172,3.6432153999999173,0.01
159,184.7664796438524,-2.7604074874717672,3.181061214870877,828,17.706037799999876,0.01
160,-263.3665598138256,-4.370256105758722,4.2979438807450085,204,4.281147500000088,0.01
161,213.81569501247833,-1.9905874023324355,3.3041193309470414,473,9.681657700000187,0.01
162,-5.943710907626718,-1.8684224566097998,3.8921044907271862,1000,21.299139800000148,0.01
163,286.021734971153,2.6454021843780726,2.483792464211811,327,6.9419812000001,0.01
164,182.62311601399927,4.8068071650847495,2.7242832284539804,438,9.000227900000027,0.01
165,273.0150833203701,8.59567225185284,2.6567161112195916,324,6.923894400000108,0.01
166,184.3512606580067,10.459976895701557,4.598062133341166,519,10.8518325,0.01
167,-13.549387688960678,10.62698321574216,3.8033958237618206,1000,21.17152340000007,0.01
168,214.17938670060323,13.434160529691795,5.090177070994337,595,12.01520470000014,0.01
169,4.613375189506584,13.389990354084878,3.014959892290726,228,4.616954999999962,0.01
170,257.10786877810597,15.8213781585325,4.13366692933373,266,5.644559500000014,0.01
171,238.8948303535418,15.438807729341766,4.753459177836776,400,8.52802429999997,0.01
172,-331.5262407603157,12.844623060755005,4.092112465961251,835,17.435392599999886,0.01
173,-47.87392765684022,12.633215412740933,3.873513427555052,117,2.3461123000001862,0.01
174,-427.62611494384777,9.515314609469947,4.616245532765033,188,3.97785429999999,0.01
175,245.78967593154158,13.101460013046417,4.204685997950215,468,9.923092500000166,0.01
176,228.72185216097594,16.20590786333775,4.819907693831778,268,5.727839200000062,0.01
177,-90.9196184661448,15.887734280116572,3.2260419277295673,219,4.665084100000058,0.01
178,117.60907104191256,16.79360208575259,3.447023774513819,729,15.159890499999847,0.01
179,203.85163363530324,19.978922886763566,3.8492918970752816,362,7.649922999999944,0.01
180,-456.73112777661163,13.414862989343698,3.8230698810055337,232,4.936079600000085,0.01
181,268.0357616123864,16.945099181201194,5.1273143054749255,299,6.339735499999961,0.01
182,247.5609672249069,17.064437325697202,4.57824657948327,377,8.128746599999886,0.01
183,254.74199963758898,20.404030570802135,2.966801384320626,455,9.827038700000003,0.01
184,244.00076077076213,24.48604454505919,3.529717819131527,291,6.193832600000178,0.01
185,262.82866735996265,28.035525871519763,3.3338730972314226,276,5.8738436000001,0.01
186,176.10100624685623,31.18713977211436,4.46075906857648,521,10.693840000000137,0.01
187,29.52471213702259,32.59951365847364,4.7699288210521145,192,4.153560900000002,0.01
188,-80.65559162693594,32.577259462649074,5.68131525645551,194,4.1215787000001,0.01
189,-125.60593547994488,31.755076567961268,4.632485982156606,414,8.714588599999843,0.01
190,-146.9260934639857,31.14367562802461,4.019043686649492,496,10.678733100000045,0.01
191,252.23684582273648,33.788825676359544,4.017728864459372,477,10.262965399999985,0.01
192,247.2822654851483,34.081635736491265,4.1090084921796715,392,8.518954599999915,0.01
193,258.1234440757237,35.2929083539054,5.517503009691133,361,7.932105399999955,0.01
194,277.04440779737183,38.56945456827534,3.6074902617671407,321,6.941631599999937,0.01
195,252.50704703644732,40.16684304227831,4.06779799259062,439,9.443098599999985,0.01
196,8.467016272524234,45.1192145269297,4.300754523391907,260,5.444898799999919,0.01
197,238.93508118452803,50.995395699181515,4.1385356998317455,378,8.018330000000105,0.01
198,224.15595020012486,51.33303704920384,4.796303196137483,641,14.027759199999991,0.01
199,245.28362093156733,54.7400632372688,3.8761389623059026,373,8.207525299999816,0.01
200,190.47514223600453,54.64224983555748,5.318568008470778,393,8.406293500000174,0.01
201,20.42606835554598,53.01818104505072,4.818140663751742,287,6.033033200000091,0.01
202,-197.630426493651,51.6999163283901,3.7354657603699026,103,2.056721499999867,0.01
203,-271.7443656201775,51.35150948076619,4.76934610154293,419,9.123506800000087,0.01
204,297.68672699921115,52.204683861790265,4.232411180996591,314,6.895127400000092,0.01
205,235.42394792112685,53.17881488602315,5.382678449713568,213,4.570559499999945,0.01
206,256.1289371922686,57.576948573538154,4.312539698124973,229,4.811639299999797,0.01
207,-14.647717054271006,57.43434327251588,4.52406121763587,1000,21.53302590000021,0.01
208,-301.99765785094837,55.08963057996195,4.236393891952255,858,18.075784300000123,0.01
209,210.19746262819743,57.78448892261944,4.355870033946858,703,15.185383300000012,0.01
210,-181.94569419678777,54.28536218423105,4.8046861635446545,1000,21.696956000000228,0.01
211,243.56861024448625,59.53047296029893,4.994138253475568,805,17.433295499999986,0.01
212,-125.86637899807387,58.477346453178164,5.24548068184119,65,1.391186000000289,0.01
213,209.0369650672193,61.632352622624396,4.136451162384089,541,11.488248900000144,0.01
214,19.009847356436264,62.69952213003447,4.673617380440235,1000,21.76944259999982,0.01
215,-341.6750349357337,59.33743794896713,4.824549057727097,524,10.802195400000073,0.01
216,255.53407440105693,62.083168603641894,5.008797245340113,326,7.001795099999981,0.01
217,273.2799470617781,64.99530723727634,4.813190606717543,477,10.381307000000106,0.01
218,270.99591630845555,68.09789681381045,5.758594907509784,384,8.429607399999895,0.01
219,218.85429776781737,70.33885606086335,4.317560964522242,357,7.449131200000011,0.01
220,217.83591715521965,70.61855724849282,4.7288222549679855,805,17.15230349999956,0.01
221,56.24448736098503,71.15102253896383,4.728055275403536,130,2.8023655999995754,0.01
222,253.21721586639953,74.01852357613232,5.051811009742538,307,6.496783399999913,0.01
223,272.8085450775718,77.49342002104035,4.093975626981955,291,5.948230400000284,0.01
224,262.93975703450985,80.50575612885672,3.433302228866766,480,10.776263400000062,0.01
225,44.3079943236106,79.3985023311167,4.600623710393906,1000,21.676690999999664,0.01
226,270.3083515510376,79.53544950056904,5.06309944305557,626,13.39231959999961,0.01
227,180.12098137260807,79.83047494833544,5.132249024316404,507,11.197950399999627,0.01
228,252.2402502822231,80.35481481608393,3.5746755746907968,215,4.665799699999752,0.01
229,228.7929516848081,80.26244138606518,4.944736355933074,428,9.251696299999821,0.01
230,109.55314344343657,81.53192861790389,5.222343679666519,1000,21.76967670000022,0.01
231,-34.80249840810362,81.41116466955859,4.348568275087065,308,6.612639299999955,0.01
232,252.93798252031468,81.77494937913247,4.869803985352997,278,6.0018488999999136,0.01
233,233.21613057274763,84.18860877047105,4.185348716525524,263,5.645582800000284,0.01
234,283.0491606435512,84.69286244565254,4.978180612228354,294,6.353055199999744,0.01
235,266.542539110988,89.66155447408171,5.88451345722196,378,8.1741734000002,0.01
236,-13.080101266240192,90.07269086299712,4.217942433270145,219,4.691376199999922,0.01
237,275.0021027929864,91.03221164362802,4.088678484673009,544,11.772889200000009,0.01
238,289.5862228676938,91.81312268344948,6.831809122064342,292,6.317338899999868,0.01
239,240.2887145094834,94.15577078025304,5.921929335334157,298,6.491140399999949,0.01
240,246.92063124986038,93.90851331856777,4.340857103094459,320,7.2483462999998665,0.01
241,-124.64905048439925,90.87417353345472,4.478040377121018,614,13.299059899999975,0.01
242,267.6202868491629,92.19404961043963,5.3051534265206906,409,8.284715199999937,0.01
243,194.24246628434364,96.6049570382267,5.267118176798415,459,9.236285200000111,0.01
244,245.4173501953779,99.00507808555513,3.5588052575358278,394,7.9287993999996615,0.01
245,207.2098817756244,98.7991425638538,4.287699046667922,378,7.622396700000081,0.01
246,-123.12593621555843,95.75790678413355,2.953185698946317,375,7.542762099999891,0.01
247,272.6645207995364,102.1393237701361,4.745395780969482,263,5.293588799999725,0.01
248,-177.04923225711767,102.47123479808083,4.599389812333372,529,10.598590599999625,0.01
249,208.48699571490226,104.58568349776444,4.539211191883725,576,11.682852099999764,0.01
250,237.4976152155762,107.0861936198125,5.306094027864627,312,6.289857899999788,0.01
251,185.8414170749213,106.89078921144676,3.063248690302399,352,7.067414999999983,0.01
252,284.7985202442999,110.88504514531407,5.385336272696028,349,7.043551900000239,0.01
253,228.40773060548713,116.42101123337594,5.4480181887627905,379,7.5981527999997525,0.01
254,228.34885085461963,116.56996289289778,5.95128718574415,512,10.272629399999914,0.01
255,229.02938418639496,120.62264369377081,3.834041939098008,245,4.9472350999999435,0.01
256,224.11951695896443,124.0243504105942,3.7951513562217576,473,9.557303999999931,0.01
257,268.16792764842154,125.87441275515658,5.210885530761019,352,7.050614499999938,0.01
258,243.2790785870179,128.84914780795197,4.339168273404165,197,3.9782541999998102,0.01
259,10.483484312680048,127.10631785464025,4.741734938227015,278,5.600114299999859,0.01
260,247.110982023028,132.2110932730088,5.027798774186522,224,4.478210299999773,0.01
261,260.17544662873127,132.6746907891713,3.851263082905175,292,5.900413899999876,0.01
262,278.74520423653655,135.52157994061295,4.565728041382344,263,5.274493799999618,0.01
263,221.8862492252831,134.88022508315424,6.683249454389919,275,5.549544900000001,0.01
264,266.2533368660545,135.71652729167482,5.627176026774399,403,8.151745799999844,0.01
265,263.0829971186267,135.61720642965736,4.030535830360539,318,6.481470499999887,0.01
266,220.4102102811954,135.97779592588927,4.799859003587202,308,6.260396899999705,0.01
267,141.9191933612666,137.53248173639156,4.3876170528657505,660,13.448999000000185,0.01
268,181.26208873554094,137.2033087567409,3.787667186256827,702,14.236209600000166,0.01
269,211.88604796030847,139.27603548444893,4.537745014397233,449,9.047025200000007,0.01
270,218.4332986762518,138.88928978343037,4.747316649396911,524,10.573446299999887,0.01
271,213.89893061659478,138.6393307860609,3.5033748760862133,698,14.127423500000077,0.01
272,214.0573388564227,144.09516658222827,4.2287018073504195,358,7.266803299999992,0.01
273,184.84900975922363,146.42239595638893,4.920328562776444,609,12.346475599999849,0.01
274,192.9493684591129,152.62815079041854,5.114404975126187,336,6.785570900000039,0.01
275,-131.55434951700283,148.8547105359331,4.901511935544187,276,5.617398400000184,0.01
276,260.33208086385275,149.17081282296186,5.184233549072222,307,6.211266599999817,0.01
277,-45.30910106125478,149.62691799701076,4.696579721656818,309,6.263074100000267,0.01
278,208.88079965491562,150.53963528314077,4.8986100568284945,647,13.137886699999854,0.01
279,-38.482370156037106,148.1162952452274,5.6283324913996635,396,8.028416000000107,0.01
280,250.94884393467677,155.19309496234027,3.6485177702557894,324,6.60919690000037,0.01
281,-220.87438819883403,150.30399346422809,4.429548801194392,669,13.714732599999934,0.01
282,81.63197758096953,148.6447035677887,5.198439220786095,1000,20.196393600000192,0.01
283,238.1047059584934,148.47833063099773,5.84630028244095,287,5.774106500000016,0.01
284,-131.6875276966049,144.72144774632406,4.577604417471176,94,1.8911689999999908,0.01
285,-232.8592781350046,139.76456829137436,5.052578402715817,114,2.306264000000283,0.01
286,209.62022738900566,140.09976050279587,4.952605933705462,395,7.9381131999998615,0.01
287,-135.33982324616846,138.45111514896396,6.507918628387981,180,3.6489587999999458,0.01
288,-171.487418183371,137.5427968833996,5.088108732054631,240,4.868794499999694,0.01
289,-237.17467439543472,136.42710949424472,5.238493385685592,357,7.270348500000182,0.01
290,242.83752116545196,140.3247456405391,6.4736114639740485,231,4.695265900000322,0.01
291,255.18618757791597,140.35423905809088,5.023730417831722,457,9.263989200000196,0.01
292,240.61745620556562,140.28759096529507,6.227986619252117,357,7.242332199999964,0.01
293,216.47540440549142,139.87111056859274,5.200407885832758,328,6.641098200000215,0.01
294,210.6699924441318,139.20736641506033,5.499090516345298,564,11.433569799999987,0.01
295,-399.9891501742781,132.68240444295307,4.76824957049378,467,9.463493399999606,0.01
296,257.7431949506681,135.17516622973454,4.171676549680379,294,5.965359999999691,0.01
297,263.1129003467139,135.4169444213564,3.5234434621797193,278,5.646276399999806,0.01
298,210.47239630091593,135.28010888236432,4.305708511245957,557,11.359664599999633,0.01
299,-330.9086639638764,129.51818603340988,4.36769773490763,621,12.691342099999929,0.01
300,-240.68194236653636,125.20661518738447,4.56666115318474,456,9.326294099999814,0.01
