Episode,Score,Average_Score,Loss,Steps,Time,Epsilon
1,-73.09184907888049,-73.09184907888049,4.972920281922116,102,2.1183179,0.92
2,-67.30016763460259,-70.19600835674154,24.92144062939812,85,1.1659723,0.8464
3,-35.94667431276652,-58.77956367541653,23.113290975859137,81,1.1114993000000002,0.778688
4,-255.64192058487356,-107.99515290278079,22.718155951671353,153,2.0836767,0.7163929600000001
5,-227.2550113424429,-131.8471245907132,20.103164595624676,115,1.5047374999999992,0.6590815232000001
6,-141.7520207034961,-133.49794060951035,22.71306813851647,230,3.075156699999999,0.6063550013440001
7,-121.87363240204402,-131.83732515130086,23.87934028710762,137,2.108558800000001,0.5578466012364801
8,-156.3068118709934,-134.89601099126244,16.476147678391687,87,1.3287549999999975,0.5132188731375618
9,-227.50922575236186,-145.18636818694014,15.522097769975662,200,2.9003037999999997,0.47216136328655683
10,-95.28491998236832,-140.19622336648297,14.883958648840586,75,1.1445086999999994,0.4343884542236323
11,-248.42524282208595,-150.03522513517416,12.934281502751743,170,2.816132100000001,0.3996373778857418
12,-48.60143322303822,-141.58240914249615,15.595061735162195,265,3.8468807,0.36766638765488246
13,-137.30669202566276,-141.25350782581665,12.092719034725926,502,7.534361899999997,0.3382530766424919
14,-85.16631531562997,-137.24727978937474,13.076547535657882,150,2.045103999999995,0.31119283051109253
15,-118.43725357586918,-135.9932780418077,17.043109700387838,147,2.0279085999999964,0.28629740407020515
16,-17.681147243484332,-128.5987698669125,17.572672383402878,212,2.9350716000000006,0.26339361174458875
17,192.93792285572076,-109.68484676558114,12.003402669738888,941,13.4377104,0.24232212280502166
18,-257.5125543508368,-117.89749718698424,10.339636485410642,316,4.427892299999996,0.22293635298061995
19,-23.51438116857362,-112.92996476496262,10.941575287417932,132,1.8801216000000025,0.20510144474217037
20,-119.01516066161767,-113.23422455979536,10.554106750185527,126,1.78672379999999,0.18869332916279674
21,-33.267957379522386,-109.42630707502047,9.781684732644774,488,6.8890288000000055,0.17359786282977302
22,-95.1009480984379,-108.77515439426674,10.641432287231568,124,1.7866518000000013,0.1597100338033912
23,33.909577391283506,-102.57147040359062,11.400590548603123,353,5.047288900000012,0.1469332310991199
24,-123.0283156891389,-103.42383895715513,11.271447372204845,283,4.102043000000009,0.13517857261119032
25,-51.770765580518116,-101.35771602208965,12.283943784319693,144,2.1025068000000005,0.1243642868022951
26,-83.92914033013983,-100.68738618778389,11.645342117582244,174,2.532839999999993,0.1144151438581115
27,-159.33849136188059,-102.85964934238007,11.21612667543597,344,5.868476599999994,0.10526193234946259
28,-120.54463486693624,-103.49125596825706,7.689312427208342,145,2.309523999999996,0.09684097776150559
29,-103.44660996850243,-103.48971645102414,10.14051046228224,129,2.014226700000009,0.08909369954058514
30,-152.02929080718883,-105.1077022628963,9.415933741862515,83,1.3238945999999885,0.08196620357733833
31,-22.045545065445395,-102.42827783717208,17.753305822819264,143,2.2442795999999987,0.07540890729115127
32,-159.8348831499901,-104.22223425319766,12.79667885631931,98,1.5325309999999916,0.06937619470785916
33,-158.38250501878204,-105.86345457942748,12.715732391830866,281,4.394690699999998,0.06382609913123043
34,-83.71779794128915,-105.21211173712929,11.720628568844766,322,5.028869499999999,0.058720011200731996
35,-222.25562484052915,-108.55621211151214,20.336416885112097,103,1.6412937999999997,0.05402241030467344
36,-254.048075753952,-112.59765276824659,11.504229704954634,478,7.536298799999997,0.049700617480299566
37,-123.85183258951764,-112.9018197904431,10.739213576223857,359,5.592130100000006,0.045724568081875604
38,-131.2001120437486,-113.38335379710904,9.06937275826931,342,5.388889000000006,0.04206660263532556
39,-119.95485006703387,-113.55185370146607,10.142317606309026,194,3.1240479999999877,0.03870127442449951
40,-67.27437834328552,-112.39491681751156,9.624953275412322,1000,15.603345199999978,0.035605172470539556
41,-24.7100038767196,-110.25626040432151,7.661055658519268,1000,15.649088700000021,0.032756758672896395
42,-127.42059127529765,-110.66493494886856,5.525424985466777,74,1.1630376999999896,0.030136217979064683
43,-123.20274738470023,-110.95651198226,7.153791555283325,560,8.773069099999987,0.02772532054073951
44,-73.50271599343091,-110.10528934615023,7.043197476337938,170,2.69018269999998,0.02550729489748035
45,-111.71190514285689,-110.14099191941038,7.4466439074975375,376,5.8669570000000135,0.023466711305681922
46,-53.93601550507515,-108.91914460605528,6.539349529862404,1000,15.809272599999986,0.02158937440122737
47,-196.79038742691506,-110.7887455171374,5.319310681869977,381,5.9704849999999965,0.01986222444912918
48,-34.45740670869954,-109.19850929196161,6.925430018603802,1000,15.6548296,0.018273246493198846
49,-66.27040909560394,-108.32242561448493,5.69550537532568,1000,15.846913300000011,0.01681138677374294
50,-124.31763902795916,-108.64232988275442,5.038345977931679,167,2.6473727000000054,0.015466475831843504
51,-21.827617966639437,-106.94008062949726,6.435735901151847,221,3.517447599999997,0.014229157765296024
52,-46.397533698249056,-105.77580088081942,6.3423628237843515,1000,15.755715500000008,0.013090825144072343
53,-94.35159883100667,-105.56024989874747,6.037547068794568,540,8.590515400000015,0.012043559132546556
54,-58.31679798875581,-104.68537115967355,6.321425299406052,1000,15.812323399999968,0.011080074401942832
55,-40.99091264338435,-103.52729009574101,5.501456337958574,1000,16.083042799999987,0.010193668449787406
56,-32.66503112163551,-102.26189261406057,5.089579799354077,1000,15.918720999999948,0.01
57,-27.286413196660327,-100.94653332603602,5.623646395415068,1000,16.03906189999998,0.01
58,-51.47777794028667,-100.09362375041964,5.214959054887295,1000,15.870470599999976,0.01
59,-145.90227953538948,-100.87004164508015,4.200843282500092,98,1.6093554999999924,0.01
60,-35.961513915803934,-99.78823284959222,5.234191614300013,1000,14.67034430000001,0.01
61,-42.554594355709185,-98.84997648084003,5.03856810772419,1000,13.791196599999978,0.01
62,-68.98843508848759,-98.36833871644725,4.88144597902894,1000,13.855529199999978,0.01
63,-6.523828263894785,-96.91048934418451,4.524092913717031,1000,13.980616800000007,0.01
64,-88.40705365710491,-96.7776231615739,4.687611024088792,631,8.682270700000004,0.01
65,-126.58392018557733,-97.2361815773278,5.069158966362476,1000,13.793960999999967,0.01
66,-95.59907165492751,-97.21137688153385,3.963366959512234,1000,13.906452599999966,0.01
67,-16.88312062118904,-96.01244768361826,4.228757951706648,1000,14.075547400000005,0.01
68,-12.84811888578258,-94.78944284835596,5.334099821448326,1000,14.109262899999976,0.01
69,-60.99464439758765,-94.29966316066367,4.608208798348904,1000,14.2319071,0.01
70,-10.554559411894664,-93.10330453568126,4.821158626288176,1000,14.067555400000003,0.01
71,-28.97307604626662,-92.20006188090076,4.262658139050007,1000,14.000568000000044,0.01
72,-39.50780641215239,-91.46822499939036,4.330052051395178,1000,13.929918499999985,0.01
73,-88.45256486113503,-91.42691458653755,4.242472189545631,1000,14.04647,0.01
74,-26.70846048013637,-90.55234088239699,4.585126190051437,1000,14.203419600000075,0.01
75,6.337003001147319,-89.26048296394974,3.688720205143094,1000,14.77615579999997,0.01
76,-68.49846224519135,-88.98729848080818,4.9640168774724005,1000,15.057997799999953,0.01
