Episode,Score,Average_Score,Loss,Steps,Time,Epsilon
1,-77.97993186534752,-77.97993186534752,0.5047757494449615,125,2.5679905000000005,0.995
2,-201.40511313169384,-139.69252249852067,10.997301379336587,79,0.9586019000000006,0.990025
3,13.68942440431961,-88.56520686424058,17.623369691863893,63,0.7707394000000001,0.985074875
4,-118.24638192215119,-95.98550062871823,12.574153188296727,70,0.8598955999999998,0.9801495006250001
5,-288.5890684563132,-134.50621419423723,13.122847638109274,114,1.4237736000000005,0.9752487531218751
6,-136.0509414337715,-134.7636687341596,15.545947424827084,93,1.3633363000000003,0.9703725093562657
7,-97.49908711040642,-129.44015707362345,19.512808460978015,79,1.1642119999999991,0.9655206468094844
8,-119.20978249790363,-128.16136025165846,17.29191053498025,102,1.5270085999999985,0.960693043575437
9,-300.49808648389774,-147.30988538857395,17.478040867795546,96,1.4214760999999978,0.9558895783575597
10,-343.9573813750783,-166.9746349872244,25.353740603066562,89,1.318526600000002,0.9511101304657719
11,-129.33943599938195,-163.55325326105688,25.614950757543994,106,1.5599609,0.946354579813443
12,-124.07621392956175,-160.2634999834323,19.675585601064896,99,1.4469522999999995,0.9416228069143757
13,-77.31781898678781,-153.88306298369042,21.33117284761962,93,1.3816860999999996,0.9369146928798039
14,-164.35550045518346,-154.63109423165423,23.96222297474742,80,1.1820731000000002,0.9322301194154049
15,-206.667205287179,-158.10016830202255,19.249259747089223,94,1.399882999999999,0.9275689688183278
16,-74.03082168306346,-152.84583413833758,19.891922691546448,109,1.6130179999999967,0.9229311239742362
17,-64.49648602960946,-147.64881366135359,16.485447648138102,101,1.5077226999999986,0.918316468354365
18,-150.99511583635362,-147.83471933774248,20.113726571704564,89,1.2849922000000014,0.9137248860125932
19,-101.87033704632319,-145.4155413224046,20.797785314960755,69,1.0463087999999985,0.9091562615825302
20,-93.33793441466642,-142.8116609770177,21.087667862835684,76,1.1383943000000016,0.9046104802746175
21,-189.4611338943532,-145.0330644492718,24.522876473322306,73,1.1277541000000006,0.9000874278732445
22,-80.81194980927702,-142.11392287472657,18.80785197871072,63,0.9971306999999996,0.8955869907338783
23,-124.96243303440136,-141.3682059251472,18.18466495819714,92,1.3583323000000007,0.8911090557802088
24,-123.60440608499965,-140.62804759847438,13.964183110939828,95,1.3985479999999981,0.8866535105013078
25,-119.88254068326249,-139.7982273218659,16.439292084839607,108,1.6213544999999954,0.8822202429488013
26,-88.58910891454552,-137.82864584466128,18.54842582182451,110,1.6120731000000035,0.8778091417340573
27,-79.18112032978706,-135.65651527003632,16.375269624590874,80,1.1875355999999968,0.8734200960253871
28,-49.972986426002485,-132.59638923989226,15.944721487661203,72,1.0872850000000014,0.8690529955452602
29,-184.02232454033168,-134.3696973537005,17.031512326943247,95,1.4145116000000044,0.8647077305675338
